symbol,exchange,organ_name,en_organ_name,type,id,short_name,sector1_vn,sector2_vn,sector3_vn,sector1_en,sector2_en,sector3_en,listing_shares,source
THD,HNX,CTCP Thaiholdings,Thaiholdings Joint Stock Company,STOCK,277.0,Thaiholdings,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Industrials,Capital Goods,Trading Companies & Distributors,384999972,EXPANDED
SAM,HOSE,CTCP SAM Holdings,SAM Holdings Corporation,STOCK,278.0,SAM Holdings,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Industrials,Capital Goods,Electrical Equipment,379960971,EXPANDED
SNZ,UPCOM,Tổng Công ty cổ phần Phát triển Khu Công nghiệp,Sonadezi Corporation,STOCK,279.0,Phát triển Khu Công nghiệp,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,376500000,EXPANDED
SSH,UPCOM,CTCP Phát triển Sunshine Homes,Sunshine Homes Development JSC,STOCK,280.0,Phát triển Sunshine Homes,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,375000000,EXPANDED
QNS,UPCOM,CTCP Đường Quảng Ngãi,Quang Ngai Sugar Joint Stock Company,STOCK,281.0,Đường Quảng Ngãi,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,367648153,EXPANDED
VIF,HNX,Tổng Công ty Lâm nghiệp Việt Nam - CTCP,Vietnam Forestry Corporation - JSC,STOCK,282.0,Lâm nghiệp Việt Nam - CTCP,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,350000000,EXPANDED
SGB,UPCOM,Ngân hàng TMCP Sài Gòn Công Thương,Saigon Bank For Industry And Trade,STOCK,283.0,Sài Gòn Công Thương,Tài chính,Tổ chức tín dụng,Ngân hàng,Financials,Banks,Banks,338799141,EXPANDED
TCD,HOSE,CTCP Tập đoàn Xây dựng TRACODI,TRACODI Construction Holdings Joint Stock Company,STOCK,284.0,Xây dựng TRACODI,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,335820641,EXPANDED
MML,UPCOM,CTCP Masan MeatLife,Masan MeatLife Corporation,STOCK,285.0,Masan MeatLife,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,329052593,EXPANDED
PRT,UPCOM,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,B?nh D??ng Production and Trading Goods Corportation,STOCK,286.0,Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,300000000,EXPANDED
SJS,HOSE,CTCP SJ Group,SJ Group Joint Stock Company,STOCK,287.0,SJ Group,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,297474828,EXPANDED
KDC,HOSE,CTCP Tập đoàn KIDO,KIDO Group Corporation,STOCK,288.0,KIDO,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,289806316,EXPANDED
POM,UPCOM,CTCP Thép Pomina,Pomina Steel Corporation,STOCK,289.0,Thép Pomina,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,279676336,EXPANDED
SIP,HOSE,CTCP Đầu tư Sài Gòn VRG,Sai Gon VRG Investment Corporation,STOCK,290.0,Đầu tư Sài Gòn VRG,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,242112943,EXPANDED
DVN,UPCOM,Tổng Công ty Dược Việt Nam - CTCP,Vietnam Pharmaceutical Corporation - JSC,STOCK,291.0,Dược Việt Nam - CTCP,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,237000000,EXPANDED
TLP,UPCOM,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Thanh Le General Import-Export Trading Corporation,STOCK,292.0,Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,236600000,EXPANDED
VSH,HOSE,CTCP Thủy điện Vĩnh Sơn - Sông Hinh,Vinh Son - Song Hinh Hydropower Joint Stock Company,STOCK,293.0,Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,236241246,EXPANDED
HNA,HOSE,CTCP Thủy điện Hủa Na,Hua Na Hydropower Joint Stock Company,STOCK,294.0,Thủy điện Hủa Na,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,235232210,EXPANDED
PVI,HNX,CTCP PVI,PVI Holdings,STOCK,295.0,PVI,Tài chính,Bảo hiểm,Bảo hiểm,Financials,Insurance,Insurance,234241867,EXPANDED
PAP,UPCOM,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An,PetroVietnam Phuoc An Port Investment And Operation Joint Stock Company,STOCK,296.0,Dầu khí Đầu tư Khai thác Cảng Phước An,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,232000000,EXPANDED
PEG,UPCOM,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP,Petec Trading and Investment Corporation,STOCK,297.0,Thương mại Kỹ thuật và Đầu tư - CTCP,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,231898919,EXPANDED
BHN,HOSE,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Hà Nội,Hanoi Beer Alcohol And Beverage Joint Stock Corporation,STOCK,298.0,Bia - Rượu - Nước giải khát Hà Nội,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,Consumer Staples,"Food, Bev. & Tobacco",Beverages,231800000,EXPANDED
HVG,UPCOM,CTCP Hùng Vương,Hung Vuong Joint Stock Corporation,STOCK,299.0,Hùng Vương,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,227038291,EXPANDED
HTM,UPCOM,Tổng Công ty Thương mại Hà Nội - CTCP,Hanoi Trade Joint Stock Corporation,STOCK,300.0,Thương mại Hà Nội - CTCP,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,220000000,EXPANDED
KOS,HOSE,CTCP KOSY,KOSY Joint Stock Company,STOCK,301.0,KOSY,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,216481335,EXPANDED
SGP,UPCOM,CTCP Cảng Sài Gòn,Saigon Port Join Stock Company,STOCK,302.0,Cảng Sài Gòn,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,216294961,EXPANDED
IPA,HNX,CTCP Tập đoàn Đầu tư I.P.A,I.P.A Investments Group Joint Stock Company,STOCK,303.0,Đầu tư I.P.A,Công nghiệp,Hàng hóa công nghiệp,Tập đoàn đa ngành,Industrials,Capital Goods,Industrial Conglomerates,213835775,EXPANDED
VLC,UPCOM,Tổng Công ty Chăn Nuôi Việt Nam - CTCP,Vietnam Livestock Corporation JSC,STOCK,304.0,Chăn Nuôi Việt Nam - CTCP,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,212491611,EXPANDED
VCR,UPCOM,CTCP Đầu tư và Phát triển Du lịch Vinaconex,Vinaconex Investment And Tourism Development JSC,STOCK,305.0,Đầu tư và Phát triển Du lịch Vinaconex,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,210000000,EXPANDED
DSC,HOSE,CTCP Chứng khoán DSC,DSC Securities Corporation,STOCK,306.0,Chứng khoán DSC,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,204838925,EXPANDED
VNR,HNX,Tổng Công ty cổ phần Tái Bảo hiểm Quốc gia Việt Nam,Vietnam National Reinsurance Corporation,STOCK,307.0,Tái Bảo hiểm Quốc gia Việt Nam,Tài chính,Bảo hiểm,Bảo hiểm,Financials,Insurance,Insurance,200630248,EXPANDED
PHS,UPCOM,CTCP Chứng khoán Phú Hưng,Phu Hung Securities Corporation,STOCK,308.0,Chứng khoán Phú Hưng,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,200009819,EXPANDED
KSV,HNX,Tổng Công ty Khoáng sản TKV - CTCP,Vinacomin - Minerals Holding Corporation,STOCK,309.0,Khoáng sản TKV - CTCP,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,200000000,EXPANDED
OCH,HNX,CTCP One Capital Hospitality,One Capital Hospitality Joint Stock Company,STOCK,310.0,One Capital Hospitality,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,200000000,EXPANDED
TID,UPCOM,CTCP Tổng Công ty Tín Nghĩa,Tin Nghia Corporation,STOCK,311.0,Tín Nghĩa,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,200000000,EXPANDED
TSC,HOSE,CTCP Vật tư Kỹ thuật nông nghiệp Cần Thơ,Techno - Agricultural Supplying Joint Stock Company,STOCK,312.0,Vật tư Kỹ thuật nông nghiệp Cần Thơ,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,196858925,EXPANDED
LGC,HOSE,CTCP Đầu tư Cầu đường CII,CII Bridges & Roads Investment JSC,STOCK,313.0,Đầu tư Cầu đường CII,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,192854765,EXPANDED
TIS,UPCOM,CTCP Gang thép Thái Nguyên,Thai Nguyen Iron And Steel JSC,STOCK,314.0,Gang thép Thái Nguyên,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,184000000,EXPANDED
HAI,UPCOM,CTCP Nông dược H.A.I,HAI Agrochem Joint Stock Company,STOCK,315.0,Nông dược H.A.I,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,182682799,EXPANDED
PXL,UPCOM,CTCP Đầu tư Khu Công nghiệp Dầu khí Long Sơn,Long Son Petroleum Industrial Zone Investment JSC,STOCK,316.0,Đầu tư Khu Công nghiệp Dầu khí Long Sơn,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,176145500,EXPANDED
TTA,HOSE,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,Truong Thanh Development and Constrution Investment Joint Stock Company,STOCK,317.0,Đầu tư Xây dựng và Phát triển Trường Thành,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,170057593,EXPANDED
TMS,HOSE,CTCP Transimex,Transimex Corporation,STOCK,318.0,Transimex,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,169347954,EXPANDED
TVS,HOSE,CTCP Chứng khoán Thiên Việt,Thien Viet Securities Joint Stock Company,STOCK,319.0,Chứng khoán Thiên Việt,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,166995274,EXPANDED
VEF,UPCOM,CTCP Trung tâm Hội chợ Triển lãm Việt Nam,Vietnam Exhibition Fair Centre Joint Stock Company,STOCK,320.0,Trung tâm Hội chợ Triển lãm Việt Nam,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Industrials,Comm. & Prof. Services,Commercial Services & Supplies,166604050,EXPANDED
KLF,UPCOM,CTCP Đầu tư Thương mại và Xuất nhập khẩu CFS,CFS Investment And Import Export Trading JSC,STOCK,321.0,Đầu tư Thương mại và Xuất nhập khẩu CFS,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,165352561,EXPANDED
AMD,UPCOM,CTCP Đầu tư và Khoáng sản FLC Stone,FLC Stone Mining And Investment Joint Stock Company,STOCK,322.0,Đầu tư và Khoáng sản FLC Stone,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Industrials,Capital Goods,Building Products,163504874,EXPANDED
CKG,HOSE,CTCP Tập đoàn CIC,CIC Group Joint Stock Company,STOCK,323.0,CIC,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,161807526,EXPANDED
VCS,HNX,CTCP Vicostone,Vicostone JSC,STOCK,324.0,Vicostone,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,160000000,EXPANDED
IMP,HOSE,CTCP Dược phẩm Imexpharm,Imexpharm Corporation,STOCK,325.0,Dược phẩm Imexpharm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,154042762,EXPANDED
ACG,HOSE,CTCP Gỗ An Cường,An Cuong Wood - Working Joint Stock Company,STOCK,326.0,Gỗ An Cường,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,150787946,EXPANDED
SGT,HOSE,CTCP Công nghệ Viễn Thông Sài Gòn,Sai Gon Telecommunication & Technologies Corporation,STOCK,327.0,Công nghệ Viễn Thông Sài Gòn,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,Communication Services,Telecommunication,Diversified Telecommunication Services,148003518,EXPANDED
CHP,HOSE,CTCP Thủy điện Miền Trung,Central Hydropower Joint Stock Company,STOCK,328.0,Thủy điện Miền Trung,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,146912668,EXPANDED
TNH,HOSE,CTCP Tập đoàn Bệnh viện TNH,TNH Hospital Group Joint Stock Company,STOCK,329.0,Bệnh viện TNH,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thương mại và dịch vụ chăm sóc sức khỏe,Health Care,Health Care Equip. & Services,Health Care Providers & Services,144181270,EXPANDED
MIE,UPCOM,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Machines and Industrial Equipment Corporation,STOCK,330.0,Máy và Thiết bị Công nghiệp - CTCP,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,Industrials,Capital Goods,Machinery,141991500,EXPANDED
HAN,UPCOM,Tổng Công ty Xây dựng Hà Nội - CTCP,Hanoi Construction Corporation ? JSC,STOCK,331.0,Xây dựng Hà Nội - CTCP,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,141048000,EXPANDED
DNP,HNX,CTCP DNP Holding,DNP Holding Joint Stock Company,STOCK,332.0,DNP Holding,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,140974846,EXPANDED
SAS,UPCOM,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Southern Airports Services JSC,STOCK,333.0,Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,133481310,EXPANDED
BMI,HOSE,Tổng Công ty cổ phần Bảo Minh,Bao Minh Insurance Corporation,STOCK,334.0,Bảo Minh,Tài chính,Bảo hiểm,Bảo hiểm,Financials,Insurance,Insurance,132642818,EXPANDED
DHG,HOSE,CTCP Dược Hậu Giang,DHG Pharmaceutical Joint Stock Company,STOCK,335.0,Dược Hậu Giang,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,130746071,EXPANDED
TRV,UPCOM,CTCP Vận tải Đường sắt,Railway Transport Joint Stock Company,STOCK,336.0,Vận tải Đường sắt,Công nghiệp,Vận tải,Vận tải mặt đất,Industrials,Transportation,Ground Transportation,130368970,EXPANDED
FIC,UPCOM,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,Fico Corporation JSC,STOCK,337.0,Vật liệu Xây dựng số 1 - CTCP,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,127000000,EXPANDED
PSH,UPCOM,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,Nam Song Hau Trading Investing Petroleum Joint Stock Company,STOCK,338.0,Thương mại Đầu tư Dầu khí Nam Sông Hậu,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",126196780,EXPANDED
SEA,UPCOM,Tổng Công ty Thủy sản Việt Nam - CTCP,Vietnam Seaproducts Joint Stock Corporation,STOCK,339.0,Thủy sản Việt Nam - CTCP,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,125000000,EXPANDED
DRH,HOSE,CTCP DRH Holdings,DRH Holdings JSC,STOCK,340.0,DRH Holdings,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,124353866,EXPANDED
SBH,UPCOM,CTCP Thủy điện Sông Ba Hạ,Song Ba Ha Hydro Power JSC,STOCK,341.0,Thủy điện Sông Ba Hạ,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,124225000,EXPANDED
BTS,HNX,CTCP Xi măng VICEM Bút Sơn,Vicem But Son Cement Joint Stock Company,STOCK,342.0,Xi măng VICEM Bút Sơn,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,123559858,EXPANDED
BCC,HNX,CTCP Xi măng Bỉm Sơn,Bim Son Cement JSC,STOCK,343.0,Xi măng Bỉm Sơn,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,123209812,EXPANDED
VOC,UPCOM,Tổng Công ty Công Nghiệp Dầu Thực Vật Việt Nam - CTCP,Vietnam Vegetable Oils Industry Corporation,STOCK,344.0,Công Nghiệp Dầu Thực Vật Việt Nam - CTCP,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,121800000,EXPANDED
TEG,HOSE,CTCP Năng lượng và Bất động sản Trường Thành,Truong Thanh Energy and Real Estate JSC,STOCK,345.0,Năng lượng và Bất động sản Trường Thành,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Industrials,Capital Goods,Trading Companies & Distributors,120806562,EXPANDED
PTI,HNX,Tổng Công ty cổ phần Bảo hiểm Bưu điện,Post - Telecommunication Joint - Stock Insurance Corporation,STOCK,346.0,Bảo hiểm Bưu điện,Tài chính,Bảo hiểm,Bảo hiểm,Financials,Insurance,Insurance,120592129,EXPANDED
