candidate_closing_boundary_volume,candidate_closing_share_pct,closing_bar_isolated,closing_boundary_bars,closing_inference_quality,closing_window_bars,daily_open,daily_previous_close,daily_volume,final_bar,final_price,final_time,first_continuous_after_opening,inferred_closing_price_impact_pct,intraday_sum_volume,last_bar_before_opening,last_continuous_bar,last_continuous_price,last_continuous_time,minute_bar_count,opening_bar_isolated,opening_bar_mixed,opening_boundary_bar,opening_boundary_time,opening_boundary_volume,opening_inference_quality,opening_window_bars,provider,quality_tier,reconciled_exactly,reconciled_within_rounding_or_provider_semantics,symbol,total_day_volume,trading_date,volume_diff,volume_diff_pct
254300,5.422174840085288,True,"[{""close"": 70.7, ""high"": 70.7, ""low"": 70.7, ""open"": 70.7, ""time"": ""2026-08-25 14:45:00"", ""volume"": 254300}]",INFERRED_BOUNDARY,"[{""close"": 70.9, ""high"": 70.9, ""low"": 70.8, ""open"": 70.9, ""time"": ""2026-08-25 14:28:00"", ""volume"": 11500}, {""close"": 70.9, ""high"": 71, ""low"": 70.8, ""open"": 70.9, ""time"": ""2026-08-25 14:29:00"", ""volume"": 30600}, {""close"": 70.7, ""high"": 70.7, ""low"": 70.7, ""open"": 70.7, ""time"": ""2026-08-25 14:45:00"", ""volume"": 254300}]",71.4,71.4,4690000,"{""close"": 70.7, ""high"": 70.7, ""low"": 70.7, ""open"": 70.7, ""time"": ""2026-08-25 14:45:00"", ""volume"": 254300}",70.7,2026-08-25 14:45:00,"{""close"": 71.4, ""high"": 71.4, ""low"": 71.3, ""open"": 71.3, ""time"": ""2026-08-25 09:16:00"", ""volume"": 5400}",-0.28208744710860767,4690000,,"{""close"": 70.9, ""high"": 71, ""low"": 70.8, ""open"": 70.9, ""time"": ""2026-08-25 14:29:00"", ""volume"": 30600}",70.9,2026-08-25 14:29:00,226,False,True,"{""close"": 71.3, ""high"": 71.4, ""low"": 71.3, ""open"": 71.4, ""time"": ""2026-08-25 09:15:00"", ""volume"": 78900}",2026-08-25 09:15:00,78900,UNAVAILABLE,"[{""close"": 71.3, ""high"": 71.4, ""low"": 71.3, ""open"": 71.4, ""time"": ""2026-08-25 09:15:00"", ""volume"": 78900}, {""close"": 71.4, ""high"": 71.4, ""low"": 71.3, ""open"": 71.3, ""time"": ""2026-08-25 09:16:00"", ""volume"": 5400}, {""close"": 71.4, ""high"": 71.4, ""low"": 71.3, ""open"": 71.4, ""time"": ""2026-08-25 09:17:00"", ""volume"": 3900}]",KBS,INFERRED_BOUNDARY,True,True,FPT,4690000,2026-08-25,0,0.0
426000,4.192376959640991,True,"[{""close"": 72.6, ""high"": 72.6, ""low"": 72.6, ""open"": 72.6, ""time"": ""2026-08-26 14:45:00"", ""volume"": 426000}]",INFERRED_BOUNDARY,"[{""close"": 72.5, ""high"": 72.6, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-08-26 14:28:00"", ""volume"": 82900}, {""close"": 72.6, ""high"": 72.6, ""low"": 72.4, ""open"": 72.5, ""time"": ""2026-08-26 14:29:00"", ""volume"": 71400}, {""close"": 72.6, ""high"": 72.6, ""low"": 72.6, ""open"": 72.6, ""time"": ""2026-08-26 14:45:00"", ""volume"": 426000}]",70.7,70.7,10161300,"{""close"": 72.6, ""high"": 72.6, ""low"": 72.6, ""open"": 72.6, ""time"": ""2026-08-26 14:45:00"", ""volume"": 426000}",72.6,2026-08-26 14:45:00,"{""close"": 70.9, ""high"": 70.9, ""low"": 70.7, ""open"": 70.8, ""time"": ""2026-08-26 09:16:00"", ""volume"": 58800}",0.0,10161300,,"{""close"": 72.6, ""high"": 72.6, ""low"": 72.4, ""open"": 72.5, ""time"": ""2026-08-26 14:29:00"", ""volume"": 71400}",72.6,2026-08-26 14:29:00,226,True,False,"{""close"": 70.7, ""high"": 70.7, ""low"": 70.7, ""open"": 70.7, ""time"": ""2026-08-26 09:15:00"", ""volume"": 27600}",2026-08-26 09:15:00,27600,INFERRED_BOUNDARY,"[{""close"": 70.7, ""high"": 70.7, ""low"": 70.7, ""open"": 70.7, ""time"": ""2026-08-26 09:15:00"", ""volume"": 27600}, {""close"": 70.9, ""high"": 70.9, ""low"": 70.7, ""open"": 70.8, ""time"": ""2026-08-26 09:16:00"", ""volume"": 58800}, {""close"": 70.9, ""high"": 70.9, ""low"": 70.8, ""open"": 70.8, ""time"": ""2026-08-26 09:17:00"", ""volume"": 43100}]",KBS,INFERRED_BOUNDARY,True,True,FPT,10161300,2026-08-26,0,0.0
240800,6.796691975500297,True,"[{""close"": 72.2, ""high"": 72.2, ""low"": 72.2, ""open"": 72.2, ""time"": ""2026-08-27 14:45:00"", ""volume"": 240800}]",INFERRED_BOUNDARY,"[{""close"": 72.4, ""high"": 72.4, ""low"": 72.3, ""open"": 72.3, ""time"": ""2026-08-27 14:28:00"", ""volume"": 10900}, {""close"": 72.4, ""high"": 72.5, ""low"": 72.3, ""open"": 72.4, ""time"": ""2026-08-27 14:29:00"", ""volume"": 112500}, {""close"": 72.2, ""high"": 72.2, ""low"": 72.2, ""open"": 72.2, ""time"": ""2026-08-27 14:45:00"", ""volume"": 240800}]",72.6,72.6,3542900,"{""close"": 72.2, ""high"": 72.2, ""low"": 72.2, ""open"": 72.2, ""time"": ""2026-08-27 14:45:00"", ""volume"": 240800}",72.2,2026-08-27 14:45:00,"{""close"": 72.6, ""high"": 72.6, ""low"": 72.5, ""open"": 72.5, ""time"": ""2026-08-27 09:16:00"", ""volume"": 16000}",-0.27624309392265584,3542900,,"{""close"": 72.4, ""high"": 72.5, ""low"": 72.3, ""open"": 72.4, ""time"": ""2026-08-27 14:29:00"", ""volume"": 112500}",72.4,2026-08-27 14:29:00,226,False,True,"{""close"": 72.5, ""high"": 72.6, ""low"": 72.5, ""open"": 72.6, ""time"": ""2026-08-27 09:15:00"", ""volume"": 100800}",2026-08-27 09:15:00,100800,UNAVAILABLE,"[{""close"": 72.5, ""high"": 72.6, ""low"": 72.5, ""open"": 72.6, ""time"": ""2026-08-27 09:15:00"", ""volume"": 100800}, {""close"": 72.6, ""high"": 72.6, ""low"": 72.5, ""open"": 72.5, ""time"": ""2026-08-27 09:16:00"", ""volume"": 16000}, {""close"": 72.5, ""high"": 72.7, ""low"": 72.5, ""open"": 72.6, ""time"": ""2026-08-27 09:17:00"", ""volume"": 23900}]",KBS,INFERRED_BOUNDARY,True,True,FPT,3542900,2026-08-27,0,0.0
583800,5.725325592342696,True,"[{""close"": 73.2, ""high"": 73.2, ""low"": 73.2, ""open"": 73.2, ""time"": ""2026-08-28 14:45:00"", ""volume"": 583800}]",INFERRED_BOUNDARY,"[{""close"": 73.5, ""high"": 73.5, ""low"": 73.3, ""open"": 73.5, ""time"": ""2026-08-28 14:28:00"", ""volume"": 118800}, {""close"": 73.4, ""high"": 73.5, ""low"": 73.3, ""open"": 73.5, ""time"": ""2026-08-28 14:29:00"", ""volume"": 19000}, {""close"": 73.2, ""high"": 73.2, ""low"": 73.2, ""open"": 73.2, ""time"": ""2026-08-28 14:45:00"", ""volume"": 583800}]",72.2,72.2,10196800,"{""close"": 73.2, ""high"": 73.2, ""low"": 73.2, ""open"": 73.2, ""time"": ""2026-08-28 14:45:00"", ""volume"": 583800}",73.2,2026-08-28 14:45:00,"{""close"": 72.4, ""high"": 72.5, ""low"": 72.3, ""open"": 72.4, ""time"": ""2026-08-28 09:16:00"", ""volume"": 27200}",-0.2724795640327014,10196800,,"{""close"": 73.4, ""high"": 73.5, ""low"": 73.3, ""open"": 73.5, ""time"": ""2026-08-28 14:29:00"", ""volume"": 19000}",73.4,2026-08-28 14:29:00,226,False,True,"{""close"": 72.4, ""high"": 72.5, ""low"": 72.2, ""open"": 72.2, ""time"": ""2026-08-28 09:15:00"", ""volume"": 112500}",2026-08-28 09:15:00,112500,UNAVAILABLE,"[{""close"": 72.4, ""high"": 72.5, ""low"": 72.2, ""open"": 72.2, ""time"": ""2026-08-28 09:15:00"", ""volume"": 112500}, {""close"": 72.4, ""high"": 72.5, ""low"": 72.3, ""open"": 72.4, ""time"": ""2026-08-28 09:16:00"", ""volume"": 27200}, {""close"": 72.7, ""high"": 72.7, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-08-28 09:17:00"", ""volume"": 67400}]",KBS,INFERRED_BOUNDARY,True,True,FPT,10196800,2026-08-28,0,0.0
176100,4.297008442730955,True,"[{""close"": 72.2, ""high"": 72.2, ""low"": 72.2, ""open"": 72.2, ""time"": ""2026-09-03 14:45:00"", ""volume"": 176100}]",INFERRED_BOUNDARY,"[{""close"": 72.3, ""high"": 72.4, ""low"": 72.3, ""open"": 72.3, ""time"": ""2026-09-03 14:28:00"", ""volume"": 24300}, {""close"": 72.3, ""high"": 72.3, ""low"": 72.2, ""open"": 72.3, ""time"": ""2026-09-03 14:29:00"", ""volume"": 9700}, {""close"": 72.2, ""high"": 72.2, ""low"": 72.2, ""open"": 72.2, ""time"": ""2026-09-03 14:45:00"", ""volume"": 176100}]",73,73.2,4098200,"{""close"": 72.2, ""high"": 72.2, ""low"": 72.2, ""open"": 72.2, ""time"": ""2026-09-03 14:45:00"", ""volume"": 176100}",72.2,2026-09-03 14:45:00,"{""close"": 72.7, ""high"": 72.7, ""low"": 72.5, ""open"": 72.6, ""time"": ""2026-09-03 09:16:00"", ""volume"": 66100}",-0.13831258644535865,4098200,,"{""close"": 72.3, ""high"": 72.3, ""low"": 72.2, ""open"": 72.3, ""time"": ""2026-09-03 14:29:00"", ""volume"": 9700}",72.3,2026-09-03 14:29:00,226,False,True,"{""close"": 72.7, ""high"": 73, ""low"": 72.6, ""open"": 73, ""time"": ""2026-09-03 09:15:00"", ""volume"": 163800}",2026-09-03 09:15:00,163800,UNAVAILABLE,"[{""close"": 72.7, ""high"": 73, ""low"": 72.6, ""open"": 73, ""time"": ""2026-09-03 09:15:00"", ""volume"": 163800}, {""close"": 72.7, ""high"": 72.7, ""low"": 72.5, ""open"": 72.6, ""time"": ""2026-09-03 09:16:00"", ""volume"": 66100}, {""close"": 72.7, ""high"": 72.8, ""low"": 72.5, ""open"": 72.7, ""time"": ""2026-09-03 09:17:00"", ""volume"": 57200}]",KBS,INFERRED_BOUNDARY,True,True,FPT,4098200,2026-09-03,0,0.0
230300,6.48823777996901,True,"[{""close"": 72.8, ""high"": 72.8, ""low"": 72.8, ""open"": 72.8, ""time"": ""2026-09-04 14:45:00"", ""volume"": 230300}]",INFERRED_BOUNDARY,"[{""close"": 72.7, ""high"": 72.8, ""low"": 72.7, ""open"": 72.7, ""time"": ""2026-09-04 14:28:00"", ""volume"": 19600}, {""close"": 72.8, ""high"": 72.8, ""low"": 72.7, ""open"": 72.7, ""time"": ""2026-09-04 14:29:00"", ""volume"": 27100}, {""close"": 72.8, ""high"": 72.8, ""low"": 72.8, ""open"": 72.8, ""time"": ""2026-09-04 14:45:00"", ""volume"": 230300}]",72.5,72.2,3549500,"{""close"": 72.8, ""high"": 72.8, ""low"": 72.8, ""open"": 72.8, ""time"": ""2026-09-04 14:45:00"", ""volume"": 230300}",72.8,2026-09-04 14:45:00,"{""close"": 72.7, ""high"": 72.7, ""low"": 72.6, ""open"": 72.7, ""time"": ""2026-09-04 09:16:00"", ""volume"": 12400}",0.0,3549500,,"{""close"": 72.8, ""high"": 72.8, ""low"": 72.7, ""open"": 72.7, ""time"": ""2026-09-04 14:29:00"", ""volume"": 27100}",72.8,2026-09-04 14:29:00,226,False,True,"{""close"": 72.7, ""high"": 72.7, ""low"": 72.5, ""open"": 72.5, ""time"": ""2026-09-04 09:15:00"", ""volume"": 79100}",2026-09-04 09:15:00,79100,UNAVAILABLE,"[{""close"": 72.7, ""high"": 72.7, ""low"": 72.5, ""open"": 72.5, ""time"": ""2026-09-04 09:15:00"", ""volume"": 79100}, {""close"": 72.7, ""high"": 72.7, ""low"": 72.6, ""open"": 72.7, ""time"": ""2026-09-04 09:16:00"", ""volume"": 12400}, {""close"": 72.7, ""high"": 72.7, ""low"": 72.6, ""open"": 72.7, ""time"": ""2026-09-04 09:17:00"", ""volume"": 2900}]",KBS,INFERRED_BOUNDARY,True,True,FPT,3549500,2026-09-04,0,0.0
185700,2.645223782798211,True,"[{""close"": 72.4, ""high"": 72.4, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-09-07 14:45:00"", ""volume"": 185700}]",INFERRED_BOUNDARY,"[{""close"": 72.4, ""high"": 72.5, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-09-07 14:28:00"", ""volume"": 62800}, {""close"": 72.5, ""high"": 72.5, ""low"": 72.4, ""open"": 72.5, ""time"": ""2026-09-07 14:29:00"", ""volume"": 51000}, {""close"": 72.4, ""high"": 72.4, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-09-07 14:45:00"", ""volume"": 185700}]",73,72.8,7020200,"{""close"": 72.4, ""high"": 72.4, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-09-07 14:45:00"", ""volume"": 185700}",72.4,2026-09-07 14:45:00,"{""close"": 73.1, ""high"": 73.3, ""low"": 73, ""open"": 73.2, ""time"": ""2026-09-07 09:16:00"", ""volume"": 74200}",-0.1379310344827508,7020200,,"{""close"": 72.5, ""high"": 72.5, ""low"": 72.4, ""open"": 72.5, ""time"": ""2026-09-07 14:29:00"", ""volume"": 51000}",72.5,2026-09-07 14:29:00,226,False,True,"{""close"": 73.1, ""high"": 73.2, ""low"": 73, ""open"": 73, ""time"": ""2026-09-07 09:15:00"", ""volume"": 129100}",2026-09-07 09:15:00,129100,UNAVAILABLE,"[{""close"": 73.1, ""high"": 73.2, ""low"": 73, ""open"": 73, ""time"": ""2026-09-07 09:15:00"", ""volume"": 129100}, {""close"": 73.1, ""high"": 73.3, ""low"": 73, ""open"": 73.2, ""time"": ""2026-09-07 09:16:00"", ""volume"": 74200}, {""close"": 73, ""high"": 73.1, ""low"": 73, ""open"": 73.1, ""time"": ""2026-09-07 09:17:00"", ""volume"": 67000}]",KBS,INFERRED_BOUNDARY,True,True,FPT,7020200,2026-09-07,0,0.0
149900,3.5080739527264218,True,"[{""close"": 72.2, ""high"": 72.2, ""low"": 72.2, ""open"": 72.2, ""time"": ""2026-09-08 14:45:00"", ""volume"": 149900}]",INFERRED_BOUNDARY,"[{""close"": 72.2, ""high"": 72.2, ""low"": 72.1, ""open"": 72.1, ""time"": ""2026-09-08 14:28:00"", ""volume"": 2100}, {""close"": 72.2, ""high"": 72.2, ""low"": 72.1, ""open"": 72.2, ""time"": ""2026-09-08 14:29:00"", ""volume"": 8600}, {""close"": 72.2, ""high"": 72.2, ""low"": 72.2, ""open"": 72.2, ""time"": ""2026-09-08 14:45:00"", ""volume"": 149900}]",72.4,72.4,4273000,"{""close"": 72.2, ""high"": 72.2, ""low"": 72.2, ""open"": 72.2, ""time"": ""2026-09-08 14:45:00"", ""volume"": 149900}",72.2,2026-09-08 14:45:00,"{""close"": 72.4, ""high"": 72.4, ""low"": 72.3, ""open"": 72.4, ""time"": ""2026-09-08 09:16:00"", ""volume"": 5600}",0.0,4273000,,"{""close"": 72.2, ""high"": 72.2, ""low"": 72.1, ""open"": 72.2, ""time"": ""2026-09-08 14:29:00"", ""volume"": 8600}",72.2,2026-09-08 14:29:00,226,False,True,"{""close"": 72.4, ""high"": 72.4, ""low"": 72.3, ""open"": 72.4, ""time"": ""2026-09-08 09:15:00"", ""volume"": 44700}",2026-09-08 09:15:00,44700,UNAVAILABLE,"[{""close"": 72.4, ""high"": 72.4, ""low"": 72.3, ""open"": 72.4, ""time"": ""2026-09-08 09:15:00"", ""volume"": 44700}, {""close"": 72.4, ""high"": 72.4, ""low"": 72.3, ""open"": 72.4, ""time"": ""2026-09-08 09:16:00"", ""volume"": 5600}, {""close"": 72.5, ""high"": 72.5, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-09-08 09:17:00"", ""volume"": 34400}]",KBS,INFERRED_BOUNDARY,True,True,FPT,4273000,2026-09-08,0,0.0
270300,7.3445099584273015,True,"[{""close"": 72.4, ""high"": 72.4, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-09-09 14:45:00"", ""volume"": 270300}]",INFERRED_BOUNDARY,"[{""close"": 72.4, ""high"": 72.5, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-09-09 14:28:00"", ""volume"": 23200}, {""close"": 72.5, ""high"": 72.5, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-09-09 14:29:00"", ""volume"": 19100}, {""close"": 72.4, ""high"": 72.4, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-09-09 14:45:00"", ""volume"": 270300}]",72.3,72.2,3680300,"{""close"": 72.4, ""high"": 72.4, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-09-09 14:45:00"", ""volume"": 270300}",72.4,2026-09-09 14:45:00,"{""close"": 72.4, ""high"": 72.4, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-09-09 09:16:00"", ""volume"": 2100}",-0.1379310344827508,3680300,,"{""close"": 72.5, ""high"": 72.5, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-09-09 14:29:00"", ""volume"": 19100}",72.5,2026-09-09 14:29:00,226,False,True,"{""close"": 72.4, ""high"": 72.4, ""low"": 72.3, ""open"": 72.3, ""time"": ""2026-09-09 09:15:00"", ""volume"": 15900}",2026-09-09 09:15:00,15900,UNAVAILABLE,"[{""close"": 72.4, ""high"": 72.4, ""low"": 72.3, ""open"": 72.3, ""time"": ""2026-09-09 09:15:00"", ""volume"": 15900}, {""close"": 72.4, ""high"": 72.4, ""low"": 72.4, ""open"": 72.4, ""time"": ""2026-09-09 09:16:00"", ""volume"": 2100}, {""close"": 72.4, ""high"": 72.4, ""low"": 72.3, ""open"": 72.4, ""time"": ""2026-09-09 09:17:00"", ""volume"": 6700}]",KBS,INFERRED_BOUNDARY,True,True,FPT,3680300,2026-09-09,0,0.0
320300,2.683343665700451,True,"[{""close"": 74.5, ""high"": 74.5, ""low"": 74.5, ""open"": 74.5, ""time"": ""2026-09-10 14:45:00"", ""volume"": 320300}]",INFERRED_BOUNDARY,"[{""close"": 74.4, ""high"": 74.5, ""low"": 74.4, ""open"": 74.4, ""time"": ""2026-09-10 14:28:00"", ""volume"": 96200}, {""close"": 74.4, ""high"": 74.5, ""low"": 74.3, ""open"": 74.4, ""time"": ""2026-09-10 14:29:00"", ""volume"": 51300}, {""close"": 74.5, ""high"": 74.5, ""low"": 74.5, ""open"": 74.5, ""time"": ""2026-09-10 14:45:00"", ""volume"": 320300}]",72.3,72.4,11936600,"{""close"": 74.5, ""high"": 74.5, ""low"": 74.5, ""open"": 74.5, ""time"": ""2026-09-10 14:45:00"", ""volume"": 320300}",74.5,2026-09-10 14:45:00,"{""close"": 72.3, ""high"": 72.4, ""low"": 72.3, ""open"": 72.3, ""time"": ""2026-09-10 09:16:00"", ""volume"": 2200}",0.13440860215053,11936600,,"{""close"": 74.4, ""high"": 74.5, ""low"": 74.3, ""open"": 74.4, ""time"": ""2026-09-10 14:29:00"", ""volume"": 51300}",74.4,2026-09-10 14:29:00,226,False,True,"{""close"": 72.3, ""high"": 72.3, ""low"": 72.2, ""open"": 72.3, ""time"": ""2026-09-10 09:15:00"", ""volume"": 28400}",2026-09-10 09:15:00,28400,UNAVAILABLE,"[{""close"": 72.3, ""high"": 72.3, ""low"": 72.2, ""open"": 72.3, ""time"": ""2026-09-10 09:15:00"", ""volume"": 28400}, {""close"": 72.3, ""high"": 72.4, ""low"": 72.3, ""open"": 72.3, ""time"": ""2026-09-10 09:16:00"", ""volume"": 2200}, {""close"": 72.3, ""high"": 72.3, ""low"": 72.3, ""open"": 72.3, ""time"": ""2026-09-10 09:17:00"", ""volume"": 2800}]",KBS,INFERRED_BOUNDARY,True,True,FPT,11936600,2026-09-10,0,0.0
