symbol,exchange,source,status,sessions_available,latest_date,latest_close,ma200,ma200_status,avg_volume_10,avg_volume_10_status,updated_at,elapsed_seconds,error
TTF,HOSE,KBS,OK,297,2026-07-30,1.82,2.70775,OK,428260.0,OK,2026-07-31T01:39:17.427711+07:00,1.18,
TV2,HOSE,KBS,OK,297,2026-07-30,25.55,33.5883,OK,142010.0,OK,2026-07-31T01:39:22.288316+07:00,1.56,
VAB,HOSE,KBS,OK,289,2026-07-30,10.25,10.6657,OK,574880.0,OK,2026-07-31T01:39:26.737331+07:00,1.15,
VCB,HOSE,KBS,OK,297,2026-07-30,56.5,60.78665,OK,4574120.0,OK,2026-07-31T01:39:31.230303+07:00,1.19,
VCG,HOSE,KBS,OK,297,2026-07-30,15.65,19.442249999999998,OK,3695740.0,OK,2026-07-31T01:39:36.124495+07:00,1.59,
VCI,HOSE,KBS,OK,297,2026-07-30,21.5,25.70275,OK,10471160.0,OK,2026-07-31T01:39:41.037874+07:00,1.61,
VCK,HOSE,KBS,PARTIAL,153,2026-07-30,31.15,,NOT_ENOUGH_DATA,2891910.0,OK,2026-07-31T01:39:45.302635+07:00,0.96,
VDS,HOSE,KBS,OK,297,2026-07-30,12.2,16.18175,OK,1265720.0,OK,2026-07-31T01:39:50.175588+07:00,1.57,
VGC,HOSE,KBS,OK,297,2026-07-30,37.75,42.076950000000004,OK,450970.0,OK,2026-07-31T01:39:54.650443+07:00,1.17,
VHC,HOSE,KBS,OK,297,2026-07-30,54.1,58.45400000000001,OK,204760.0,OK,2026-07-31T01:39:59.141356+07:00,1.19,
VHM,HOSE,KBS,OK,297,2026-07-30,147.9,118.90415000000002,OK,4233670.0,OK,2026-07-31T01:40:03.605137+07:00,1.16,
VIB,HOSE,KBS,OK,297,2026-07-30,14.75,16.5425,OK,7159330.0,OK,2026-07-31T01:40:08.061639+07:00,1.16,
VIC,HOSE,KBS,OK,297,2026-07-30,220.0,165.7015,OK,3641290.0,OK,2026-07-31T01:40:12.971056+07:00,1.61,
VIX,HOSE,KBS,OK,297,2026-07-30,13.05,18.94965,OK,50384890.0,OK,2026-07-31T01:40:17.442697+07:00,1.17,
VJC,HOSE,KBS,OK,297,2026-07-30,124.2,136.91505,OK,1066370.0,OK,2026-07-31T01:40:21.900593+07:00,1.16,
VND,HOSE,KBS,OK,297,2026-07-30,17.05,17.785349999999998,OK,14098650.0,OK,2026-07-31T01:40:26.768811+07:00,1.57,
VNM,HOSE,KBS,OK,297,2026-07-30,61.2,59.843199999999996,OK,6269280.0,OK,2026-07-31T01:40:31.239488+07:00,1.17,
VOS,HOSE,KBS,OK,297,2026-07-30,11.1,12.89275,OK,390820.0,OK,2026-07-31T01:40:35.702218+07:00,1.16,
VPB,HOSE,KBS,OK,297,2026-07-30,25.0,27.3143,OK,15363400.0,OK,2026-07-31T01:40:40.164014+07:00,1.16,
VPG,HOSE,KBS,OK,297,2026-07-30,1.81,4.5504,OK,239130.0,OK,2026-07-31T01:40:44.617872+07:00,1.15,
VPI,HOSE,KBS,OK,297,2026-07-30,64.9,58.522999999999996,OK,1538090.0,OK,2026-07-31T01:40:49.799545+07:00,1.88,
VPL,HOSE,KBS,OK,297,2026-07-30,79.5,85.62100000000001,OK,661940.0,OK,2026-07-31T01:40:54.258036+07:00,1.16,
VPX,HOSE,KBS,PARTIAL,156,2026-07-30,25.4,,NOT_ENOUGH_DATA,1558400.0,OK,2026-07-31T01:40:58.526385+07:00,0.97,
VRE,HOSE,KBS,OK,297,2026-07-30,24.3,29.62805,OK,5779660.0,OK,2026-07-31T01:41:03.314403+07:00,1.49,
VSC,HOSE,KBS,OK,297,2026-07-30,13.65,21.533999999999995,OK,9083220.0,OK,2026-07-31T01:41:07.804722+07:00,1.19,
VTO,HOSE,KBS,OK,297,2026-07-30,10.55,10.7152,OK,98660.0,OK,2026-07-31T01:41:12.241367+07:00,1.14,
VTP,HOSE,KBS,OK,297,2026-07-30,47.0,61.072250000000004,OK,407980.0,OK,2026-07-31T01:41:16.712952+07:00,1.17,
VVS,HOSE,KBS,OK,270,2026-07-30,98.8,59.5863,OK,241550.0,OK,2026-07-31T01:41:21.590050+07:00,1.58,
YEG,HOSE,KBS,OK,297,2026-07-30,7.55,10.33955,OK,628250.0,OK,2026-07-31T01:41:26.086411+07:00,1.2,
AAH,UPCOM,KBS,OK,297,2026-07-30,1.9,3.242,OK,511530.0,OK,2026-07-31T01:41:30.584419+07:00,1.2,
AAS,UPCOM,KBS,OK,297,2026-07-30,7.4,8.9795,OK,788120.0,OK,2026-07-31T01:41:35.084150+07:00,1.2,
AAV,UPCOM,KBS,OK,290,2026-07-30,6.4,6.623499999999999,OK,330020.0,OK,2026-07-31T01:41:39.568973+07:00,1.18,
ABB,UPCOM,KBS,OK,297,2026-07-30,17.4,12.89765,OK,1827640.0,OK,2026-07-31T01:41:44.033718+07:00,1.16,
ABW,UPCOM,KBS,OK,297,2026-07-30,14.0,11.214500000000001,OK,519160.0,OK,2026-07-31T01:41:48.906386+07:00,1.57,
ACV,UPCOM,KBS,OK,297,2026-07-30,39.5,49.036,OK,441930.0,OK,2026-07-31T01:41:53.406725+07:00,1.2,
AIG,UPCOM,KBS,OK,293,2026-07-30,52.0,46.82599999999999,OK,20230.0,OK,2026-07-31T01:41:57.873695+07:00,1.17,
BIG,UPCOM,KBS,OK,297,2026-07-30,4.3,5.427099999999999,OK,454360.0,OK,2026-07-31T01:42:02.341392+07:00,1.17,
BMS,UPCOM,KBS,OK,297,2026-07-30,13.3,13.09165,OK,134230.0,OK,2026-07-31T01:42:06.825940+07:00,1.18,
C4G,UPCOM,KBS,OK,297,2026-07-30,5.7,7.575999999999999,OK,208150.0,OK,2026-07-31T01:42:11.461438+07:00,1.34,
CLI,UPCOM,KBS,PARTIAL,62,2026-07-30,26.6,,NOT_ENOUGH_DATA,311050.0,OK,2026-07-31T01:42:15.910157+07:00,1.15,
CVN,UPCOM,KBS,PARTIAL,76,2026-07-30,1.4,,NOT_ENOUGH_DATA,487930.0,OK,2026-07-31T01:42:20.545716+07:00,1.34,
DDG,UPCOM,KBS,PARTIAL,162,2026-07-30,0.9,,NOT_ENOUGH_DATA,478420.0,OK,2026-07-31T01:42:25.018924+07:00,1.17,
DDV,UPCOM,KBS,OK,297,2026-07-30,18.3,25.511299999999995,OK,322330.0,OK,2026-07-31T01:42:29.704196+07:00,1.38,
DHB,UPCOM,KBS,OK,284,2026-07-30,14.0,10.053,OK,197330.0,OK,2026-07-31T01:42:34.168472+07:00,1.16,
DRI,UPCOM,KBS,OK,297,2026-07-30,13.0,13.054,OK,455000.0,OK,2026-07-31T01:42:39.049822+07:00,1.58,
DSH,UPCOM,KBS,OK,271,2026-07-30,14.0,13.39335,OK,63750.0,OK,2026-07-31T01:42:43.944203+07:00,1.59,
F88,UPCOM,KBS,OK,243,2026-07-30,72.4,67.15185,OK,158600.0,OK,2026-07-31T01:42:48.403454+07:00,1.16,
FOX,UPCOM,KBS,OK,297,2026-07-30,64.5,73.8805,OK,66160.0,OK,2026-07-31T01:42:53.090164+07:00,1.39,
HBC,UPCOM,KBS,OK,297,2026-07-30,4.1,5.678,OK,717590.0,OK,2026-07-31T01:42:57.543075+07:00,1.15,
HNG,UPCOM,KBS,OK,297,2026-07-30,6.8,6.4495,OK,2817690.0,OK,2026-07-31T01:43:02.221875+07:00,1.38,
HNM,UPCOM,KBS,OK,297,2026-07-30,7.8,8.0185,OK,273720.0,OK,2026-07-31T01:43:06.692224+07:00,1.17,
MSR,UPCOM,KBS,OK,297,2026-07-30,36.3,35.179,OK,937830.0,OK,2026-07-31T01:43:11.564060+07:00,1.57,
OIL,UPCOM,KBS,OK,297,2026-07-30,13.4,13.855,OK,1145000.0,OK,2026-07-31T01:43:16.194970+07:00,1.33,
PAS,UPCOM,KBS,OK,297,2026-07-30,2.4,2.8705000000000003,OK,114370.0,OK,2026-07-31T01:43:20.647637+07:00,1.15,
PHP,UPCOM,KBS,OK,297,2026-07-30,38.0,34.48755,OK,147800.0,OK,2026-07-31T01:43:25.084436+07:00,1.14,
PIV,UPCOM,KBS,OK,297,2026-07-30,6.5,6.09,OK,99230.0,OK,2026-07-31T01:43:29.545596+07:00,1.16,
QTP,UPCOM,KBS,OK,297,2026-07-30,11.2,12.1756,OK,183570.0,OK,2026-07-31T01:43:34.020473+07:00,1.17,
SBS,UPCOM,KBS,OK,297,2026-07-30,4.8,5.4030000000000005,OK,588290.0,OK,2026-07-31T01:43:38.667072+07:00,1.35,
SCL,UPCOM,KBS,OK,297,2026-07-30,22.8,17.66115,OK,138420.0,OK,2026-07-31T01:43:43.340165+07:00,1.37,
TAH,UPCOM,KBS,PARTIAL,8,2026-07-30,24.6,,NOT_ENOUGH_DATA,,NOT_ENOUGH_DATA,2026-07-31T01:43:47.579177+07:00,0.94,
TOS,UPCOM,KBS,OK,296,2026-07-30,92.6,96.81905,OK,64600.0,OK,2026-07-31T01:43:52.046267+07:00,1.17,
TVN,UPCOM,KBS,OK,297,2026-07-30,8.7,8.920499999999999,OK,435150.0,OK,2026-07-31T01:43:56.485791+07:00,1.14,
VEA,UPCOM,KBS,OK,297,2026-07-30,34.2,34.8033,OK,231860.0,OK,2026-07-31T01:44:00.957093+07:00,1.17,
VGI,UPCOM,KBS,OK,297,2026-07-30,78.8,88.492,OK,211530.0,OK,2026-07-31T01:44:05.435917+07:00,1.18,
VGT,UPCOM,KBS,OK,297,2026-07-30,10.8,12.2289,OK,190990.0,OK,2026-07-31T01:44:09.894798+07:00,1.16,
VHG,UPCOM,KBS,OK,297,2026-07-30,1.6,1.8375,OK,260480.0,OK,2026-07-31T01:44:14.318209+07:00,1.12,
VIW,UPCOM,KBS,OK,238,2026-07-30,24.6,23.0025,OK,138100.0,OK,2026-07-31T01:44:19.074258+07:00,1.46,
VNE,UPCOM,KBS,OK,287,2026-07-30,2.1,4.85135,OK,667690.0,OK,2026-07-31T01:44:23.940162+07:00,1.57,
